address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,floors,furnishing_sell,house_type,land_feature,land_type,length,living_size,price,price_m2,property_back_condition,property_legal_document,property_road_condition,property_status,region,rooms,size,toilets,type_real_estate,unitnumber,ward,width
"Đường An Bình, Phường An Bình, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,,,,Hoàn thiện cơ bản,,,,,,1150000000,"30,26 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,1 phòng,38 m²,1 phòng,Đất,,Phường An Bình,
"Đường An Bình, Phường An Bình, Thị xã Dĩ An, Bình Dương",1,1,Thị xã Dĩ An,,,,,,2,,,,,,1550000000,"29,81 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,52 m²,2 phòng,Đất,,Phường An Bình,
"Ql13, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,Chung cư,Thị xã Bến Cát,Bắc,B,Nam,9,,Hoàn thiện cơ bản,,,,,,950000000,"21,11 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Bình Dương,2 phòng,45 m²,1 phòng,Đất,CH71,Phường Tân Định,
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,,Tây Bắc,,,Hoàn thiện cơ bản,,,,,,870000000,"11,76 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Bình Dương,2 phòng,74 m²,2 phòng,Đất,,Phường An Bình,
"Đường Số 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Đông Nam,Tháp A,Đông Bắc,14,,Hoàn thiện cơ bản,,,,,,420000000,"9,33 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Bình Dương,2 phòng,45 m²,1 phòng,Đất,A14-31,Phường Thuận Giao,
"Quốc Lộ 13, phường Tân Định, thị xã Bến Cát, tỉnh Bình Dương, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,Chung cư,Thị xã Bến Cát,,,,19,,,,,,,,950000000,"15,83 triệu/m²",,,,Chưa bàn giao,Bình Dương,2 phòng,60 m²,1 phòng,Đất,,Phường Tân Định,
"Số 11 Nguyễn Văn Tiết, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương.",,1,Thành phố Thuận An,,,,,,,,,,,,1100000000,"27,5 triệu/m²",,,,Chưa bàn giao,,1 phòng,40 m²,1 phòng,Đất,,,
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,,,Hoàn thiện cơ bản,,,,,,2550000000,"31,88 triệu/m²",,,,Chưa bàn giao,Bình Dương,2 phòng,80 m²,2 phòng,Đất,,Phường Chánh Nghĩa,
"Đường Quốc lộ 1K, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Đông Nam,,Đông,,,Hoàn thiện cơ bản,,,,,,2100000000,35 triệu/m²,,Giấy tờ khác,,Chưa bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,Đất,,Phường Đông Hòa,
"54 Tân lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Bắc,B,Tây Nam,23,,Hoàn thiện cơ bản,,,,,,1950000000,"36,11 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Bình Dương,2 phòng,54 m²,2 phòng,Đất,B23.08,Phường Đông Hòa,
"Đại lộ Bình Dương (Quốc lộ 13), phường Lái Thiêu, thành phố Thuận An, Tỉnh Bình Dương, Thành phố Thuận An, ",Căn góc,1,Thành phố Thuận An,Đông Nam,B,Tây Bắc,10,,Nội thất cao cấp,,,,,,1900000000,"35,85 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,1 phòng,53 m²,1 phòng,Đất,21,,
"Mặt tiền đường Thống Nhất, phường Đông Hoà, Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,,Nam,,,Hoàn thiện cơ bản,,,,,,1625000000,"31,86 triệu/m²",,,,Chưa bàn giao,Bình Dương,2 phòng,51.33 m²,2 phòng,Đất,,Phường Đông Hòa,
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,2360000000,"32,33 triệu/m²",,,,Đã bàn giao,Bình Dương,2 phòng,73 m²,2 phòng,Đất,,Phường An Bình,
"Chung Cư Phúc Đạt Connect, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,Tây,,Đông,,,Nội thất cao cấp,,,,,,1200000000,"28,57 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,1 phòng,42 m²,1 phòng,Đất,,Phường Phú Lợi,
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1300000000,26 triệu/m²,,,,Chưa bàn giao,Bình Dương,2 phòng,50 m²,,Đất,,Phường Dĩ An,
"29, Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,1,Thị xã Dĩ An,,,,,,Hoàn thiện cơ bản,,,,,,2520000000,35 triệu/m²,,Đang chờ sổ,,Chưa bàn giao,Bình Dương,2 phòng,72 m²,2 phòng,Đất,,Phường Đông Hòa,
"Đường Sư Đoàn 9, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Huyện Bình Chánh,,,Nam,,,,,Mặt tiền,Đất thổ cư,24 m,,2959200000,"24,06 triệu/m2",,Đã có sổ,,,Tp Hồ Chí Minh,,123 m2,,Nhà ở,,Xã Vĩnh Lộc A,5 m
"Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",,,Quận Tân Bình,,730/ Lạc Long Quân,Tây Nam,,,,,,Đất thổ cư,15 m,,7600000000,"131,03 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,58 m2,,Đất,,Phường 9,4 m
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,B1 và B2,,,,,,,,,,2920000000,"34,35 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Bình Dương,2 phòng,85 m²,2 phòng,Căn hộ/Chung cư,,Phường An Bình,
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Bình Dương",,1,,,A,,,,Hoàn thiện cơ bản,,,,,,1180000000,"26,22 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Bình Dương,2 phòng,45 m²,,Đất,,Phường Dĩ An,
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Căn hộ dịch vụ,Thành phố Thuận An,,,,,,,,,,,,900000000,"18,75 triệu/m²",,,,Đã bàn giao,Bình Dương,1 phòng,48 m²,,Căn hộ/Chung cư,,Phường Thuận Giao,
"Đường ĐT 43, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,,,,,,,950000000,"11,88 triệu/m²",,,,Chưa bàn giao,Bình Dương,3 phòng,80 m²,3 phòng,Đất,,Phường Bình Chuẩn,
"Đường ĐT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,Hoàn thiện cơ bản,,,,,,23000000,302.631 đ/m²,,Giấy tờ khác,,Chưa bàn giao,Bình Dương,3 phòng,76 m²,2 phòng,Đất,,Phường An Phú,
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, ",,2,Thành phố Thuận An,,,,,,Nội thất đầy đủ,,,,,,900000000,"15,25 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,,2 phòng,59 m²,2 phòng,Đất,,Phường Thuận Giao,
"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1600000000,"33,33 triệu/m²",,,,Chưa bàn giao,Bình Dương,1 phòng,48 m²,1 phòng,Đất,,Phường Đông Hòa,
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,1,Thành phố Thủ Dầu Một,Đông Nam,,Đông Bắc,,,Hoàn thiện cơ bản,,,,,,2400000000,"32,43 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Bình Dương,2 phòng,74 m²,2 phòng,Đất,,Phường Chánh Nghĩa,
"Đường Trần Thị Vững, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,19,,Nội thất cao cấp,,,,,,2350000000,"35,07 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,Đất,,Phường Dĩ An,
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Bình Dương",,1,,Đông Bắc,A,,,,Hoàn thiện cơ bản,,,,,,1230000000,"35,14 triệu/m²",,1,,Đã bàn giao,Bình Dương,1 phòng,35 m²,1 phòng,Đất,,Phường Tân Đông Hiệp,
"Đường Cầu Sắt, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Tây,A,Đông Nam,6,,Hoàn thiện cơ bản,,,,,,1200000000,25 triệu/m²,,Đang chờ sổ,,Đã bàn giao,Bình Dương,2 phòng,48 m²,1 phòng,Đất,6-06,Phường Lái Thiêu,
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, ",,1,Thị xã Dĩ An,,,,,,,,,,,,1350000000,"22,5 triệu/m²",,,,Chưa bàn giao,,2 phòng,60 m²,2 phòng,Đất,,Phường Tân Đông Hiệp,
"Đường Quốc lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,,,,,,,1700000000,"28,33 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,Đất,,Phường Vĩnh Phú,
"Đường Nguyễn Huệ, ",,1,,,B,,11,,Hoàn thiện cơ bản,,,,,,2800000000,"35,44 triệu/m²",,1,,Đã bàn giao,,2 phòng,79.74 m²,2 phòng,Đất,,,
"Đường Quốc lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,,,,,,,1720000000,"29,15 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,59 m²,2 phòng,Đất,,Phường Vĩnh Phú,
"Đường Đào Trinh Nhất, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Bắc,,Tây Nam,19,,Nội thất đầy đủ,,,,,,2420000000,"36,12 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,Đất,19-03,Phường An Bình,
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Bình Dương",Căn góc,1,,,DIAMOND,,10,,Hoàn thiện cơ bản,,,,,,34000000,453.333 đ/m²,,3,,Chưa bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,Đất,,Phường Dĩ An,
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,720000000,"19,46 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,37 m²,1 phòng,Đất,,Phường Tân Đông Hiệp,
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,1,Thành phố Thuận An,,,,,,Hoàn thiện cơ bản,,,,,,1100000000,"24,44 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Bình Dương,1 phòng,45 m²,1 phòng,Đất,,Phường Thuận Giao,
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,2400000000,32 triệu/m²,,,,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,Đất,,Phường An Bình,
"Đường Lê Đình Quản, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",,,Quận 2,,,,,,,,,Đất thổ cư,,,6200000000,"64,58 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,96 m2,,Đất,,Phường Cát Lái,
"Đường Trường Sơn, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",,,Quận Tân Bình,,,,,,,,,Đất thổ cư,30 m,,20950000000,"117,7 triệu/m2",,Đã có sổ,,,Tp Hồ Chí Minh,,178 m2,,Đất,,Phường 4,7 m
"Đường Cầu Đình, Phường Long Phước, Quận 9, Tp Hồ Chí Minh",,,Quận 9,,,,,,,,Mặt tiền,Đất thổ cư,23 m,,4860000000,"42,26 triệu/m2",,Đang chờ sổ,,,Tp Hồ Chí Minh,,115 m2,,Đất,,Phường Long Phước,5 m
"Đường Nguyễn Văn Tạo, Huyện Nhà Bè, ",,,Huyện Nhà Bè,,,,,,,,Mặt tiền,Đất thổ cư,16 m,,3100000000,"32,29 triệu/m2",,1,,,,,96 m2,,Đất,,,6 m
"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,,Quận Gò Vấp,,,,,,,,,Đất thổ cư,17 m,,4780000000,"66,39 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,72 m2,,Đất,,Phường 14,45 m
"72, 72 Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",,,Quận 2,,,,,,,,,Đất nền dự án,20 m,,24640000000,176 triệu/m2,,Đang chờ sổ,,,Tp Hồ Chí Minh,,140 m2,,Đất,,Phường Thạnh Mỹ Lợi,7 m
"Đường Tam Đa, Phường Trường Thạnh, Tp Hồ Chí Minh",,,,,Đảo Thịnh Vượng Tam Đa,7,,,,,,Đất thổ cư,14 m,,2690000000,"48,04 triệu/m2",,1,Hẻm xe hơi,,Tp Hồ Chí Minh,,56 m2,,Đất,B22,Phường Trường Thạnh,4 m
"nguyễn xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,,Quận 9,,,Đông,,,,,,Đất thổ cư,11.5 m,,2850000000,57 triệu/m2,,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,50 m2,,Đất,,Phường Long Thạnh Mỹ,4.3 m
"hiệp thành 39, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",,,Quận 12,,,,,,,,,Đất thổ cư,20 m,,2780000000,"27,8 triệu/m2",,,,,Tp Hồ Chí Minh,,100 m2,,Đất,,Phường Hiệp Thành,5 m
"Đường Dương Vạn Hạnh, Xã Lý Nhơn, Huyện Cần Giờ, Tp Hồ Chí Minh",,,Huyện Cần Giờ,,,Tây Nam,,,,,Mặt tiền,Đất thổ cư,31 m,,7400000000,"12,23 triệu/m2",,Đã có sổ,,,Tp Hồ Chí Minh,,605 m2,,Đất,,Xã Lý Nhơn,20 m
"Hẻm Đường 102, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh",,,Quận 9,,,,,,,,,Đất thổ cư,33 m,,9190000000,"28,54 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,322 m2,,Đất,,Phường Tăng Nhơn Phú A,9 m
"NGUYỄN VĂN BÁ, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",,,Quận Thủ Đức,,,Đông Bắc,,,,,Mặt tiền,Đất thổ cư,18 m,,15600000000,"123,81 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,126 m2,,Đất,,Phường Trường Thọ,7 m
"Đường Quốc Lộ 22, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Huyện Hóc Môn,,,,,,,,Mặt tiền,Đất thổ cư,20 m,,1499000000,"14,99 triệu/m2",,Đã có sổ,,,Tp Hồ Chí Minh,,100 m2,,Đất,,Xã Tân Xuân,5 m
"Đường Số 6, Phường Long Bình, ",,,,,,2,,,,,,Đất thổ cư,13.7 m,,2900000000,"48,33 triệu/m2",,1,1,,,,60.3 m2,,Đất,,Phường Long Bình,4.4 m
"1806, Đường Huỳnh Tấn Phát, Huyện Nhà Bè, ",,,Huyện Nhà Bè,,,,,,,,Mặt tiền,Đất thổ cư,19 m,,2700000000,"41,54 triệu/m2",,1,1,,,,65 m2,,Đất,,,4 m
"Đường C5, Phường Cát Lái, Quận 2, ",,,Quận 2,,,,,,,,Mặt tiền,Đất nền dự án,,,7000000000,70 triệu/m2,,1,1,,,,100 m2,,Đất,,Phường Cát Lái,
"Đường Nguyễn Thị Tư, Phường Phú Hữu, ",,,,,,Bắc,,,,,Mặt tiền,Đất thổ cư,22 m,,5550000000,"63,07 triệu/m2",,1,,,,,88 m2,,Đất,,Phường Phú Hữu,4 m
"Đường Hiệp Bình, Quận Thủ Đức, Tp Hồ Chí Minh",,,Quận Thủ Đức,,,Nam,,,,,,Đất thổ cư,,,5450000000,"92,37 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,,59 m2,,Đất,,,
"Đường Quốc Lộ 13, Thành phố Thuận An, Bình Dương",,1,Thành phố Thuận An,Nam,C,4,,,Hoàn thiện cơ bản,,,,,,1850000000,"27,61 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Bình Dương,2 phòng,67 m²,2 phòng,Căn hộ/Chung cư,,,
"Đường Quốc lộ 1A, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Nam,A,Đông Nam,,,Nội thất đầy đủ,,,,,,1122000000,"24,39 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,46 m²,1 phòng,Nhà ở,,Phường Bình Thắng,
"Đường Cầu Sắt, Thành phố Thuận An, ",Căn góc,1,Thành phố Thuận An,,A,,16,,Nội thất cao cấp,,,,,,1400000000,25 triệu/m²,,,,Chưa bàn giao,,2 phòng,56 m²,1 phòng,Đất,A16.11,,
"Đường 22/12, Phường Thuận Giao, Thành phố Thuận An, ",,1,Thành phố Thuận An,,2,,29,,Nội thất cao cấp,,,,,,1100000000,20 triệu/m²,,Đang chờ sổ,,Chưa bàn giao,,1 phòng,55 m²,1 phòng,Căn hộ/Chung cư,10,Phường Thuận Giao,
"Đường Nguyễn Huệ, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,Bắc,"B, A",Nam,8,,Hoàn thiện cơ bản,,,,,,3234000000,"37,6 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Bình Dương,2 phòng,86 m²,2 phòng,Nhà ở,,Phường Phú Mỹ,
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,Nội thất cao cấp,,,,,,250000000,"6,25 triệu/m²",,Đã có sổ,,Chưa bàn giao,Bình Dương,1 phòng,40 m²,1 phòng,Đất,,Phường Thuận Giao,
"45, Đường Tân Lập, Phường Đông Hòa, Bình Dương",Căn góc,1,,Nam,A,Đông Nam,19,,Nội thất cao cấp,,,,,,2100000000,"36,21 triệu/m²",,1,,Đã bàn giao,Bình Dương,2 phòng,58 m²,2 phòng,Căn hộ/Chung cư,A19.04,Phường Đông Hòa,
"Đường Cầu Sắt, Thành phố Thuận An, Bình Dương",,1,Thành phố Thuận An,6,,7,,,,,,,,,1100000000,"22,92 triệu/m²",,,,Chưa bàn giao,Bình Dương,1 phòng,48 m²,1 phòng,Đất,,,
"Đường Đại Lộ Bình Dương, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,12,,Nội thất đầy đủ,,,,,,1950000000,"34,82 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Bình Dương,2 phòng,56 m²,2 phòng,Đất,,Phường Phú Hòa,
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Tây,,Đông,7,,Nội thất đầy đủ,,,,,,2550000000,"26,84 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Bình Dương,3 phòng,95.6 m²,3 phòng,Đất,,Phường Dĩ An,
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,Nội thất cao cấp,,,,,,1015000000,"22,07 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,46 m²,1 phòng,Căn hộ/Chung cư,,Phường Bình Thắng,
"Đường Xa lộ Hà Nội, Thị xã Dĩ An, Bình Dương",1,1,Thị xã Dĩ An,,B,,12,,2,,,,,,1190000000,"20,88 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,57 m²,2 phòng,Nhà ở,,,
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, ",,1,Thị xã Dĩ An,,,,,,Hoàn thiện cơ bản,,,,,,2650000000,"34,42 triệu/m²",,Đang chờ sổ,,Đã bàn giao,,2 phòng,77.42 m²,2 phòng,Nhà ở,,Phường An Bình,
"Đường Hữu Nghị, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Tây Nam,,Đông,,,Nội thất cao cấp,,,,,,2850000000,38 triệu/m²,,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,Đất,,Phường Bình Hòa,
"54 Tân lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1370000000,"32,62 triệu/m²",,,,Đã bàn giao,Bình Dương,1 phòng,42 m²,1 phòng,Đất,,Phường Đông Hòa,
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,Đông Nam,,,Nội thất cao cấp,,,,,,3050000000,"35,88 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Bình Dương,2 phòng,85 m²,2 phòng,Căn hộ/Chung cư,,Phường An Bình,
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1170000000,"26,59 triệu/m²",,,,Chưa bàn giao,Bình Dương,2 phòng,44 m²,1 phòng,Căn hộ/Chung cư,,Phường Dĩ An,
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,Đông Nam,,,,,Nội thất cao cấp,,,,,,2980000000,"31,7 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Bình Dương,3 phòng,94.42 m²,2 phòng,Nhà ở,,Phường Chánh Nghĩa,
"Mặt tiền đường Thống Nhất, phường Đông Hoà, Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, ",,1,Thị xã Dĩ An,,,,,,Hoàn thiện cơ bản,,,,,,1590000000,"33,83 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,2 phòng,47 m²,2 phòng,Đất,,Phường Đông Hòa,
"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1490000000,"33,11 triệu/m²",,Đã có sổ,,Chưa bàn giao,Bình Dương,1 phòng,45 m²,1 phòng,Căn hộ/Chung cư,,Phường Đông Hòa,
"Đường Đại Lộ Bình Dương, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,1,Thành phố Thuận An,,,,,,,,,,,,1100000000,"22,45 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,1 phòng,49 m²,1 phòng,Căn hộ/Chung cư,,Phường Thuận Giao,
"28, KHU PHỐ TÂN HÒA, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,Hoàn thiện cơ bản,,,,,,2400000000,"33,33 triệu/m²",,Đã có sổ,,Chưa bàn giao,Bình Dương,2 phòng,72 m²,1 phòng,Nhà ở,,Phường Đông Hòa,
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1015000000,"22,07 triệu/m²",,,,Đã bàn giao,Bình Dương,1 phòng,46 m²,1 phòng,Đất,,Phường Bình Thắng,
"Đường 30/4, Phường Phú Hòa, ",Căn góc,1,,,,,,,Nội thất cao cấp,,,,,,2650000000,"38,97 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,,2 phòng,68 m²,2 phòng,Đất,,Phường Phú Hòa,
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Bình Dương",,1,,,,,,,Hoàn thiện cơ bản,,,,,,1250000000,"21,93 triệu/m²",,1,,Chưa bàn giao,Bình Dương,2 phòng,57 m²,2 phòng,Đất,,Phường Dĩ An,
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, ",Căn góc,2,Thành phố Thuận An,,,,,,Nội thất cao cấp,,,,,,900000000,15 triệu/m²,,Giấy tờ khác,,Chưa bàn giao,,2 phòng,60 m²,2 phòng,Đất,,Phường Thuận Giao,
"Đường Cầu Sắt, Phường Lái Thiêu, Bình Dương",,1,,Đông Nam,,,,,Hoàn thiện cơ bản,,,,,,1300000000,25 triệu/m²,,3,,Chưa bàn giao,Bình Dương,1 phòng,52 m²,1 phòng,Đất,,Phường Lái Thiêu,
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1035000000,"21,12 triệu/m²",,,,Đã bàn giao,Bình Dương,1 phòng,49 m²,1 phòng,Đất,,Phường Bình Thắng,
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,,,,,,,1035000000,"21,12 triệu/m²",,Đã có sổ,,Đã bàn giao,Bình Dương,2 phòng,49 m²,1 phòng,Đất,,Phường Bình Thắng,
