address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"Vĩnh Thanh, Xã Vĩnh Thanh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà mặt phố,,16 m,166 m²,2300000000,"13,86 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,166 m²,1 phòng,Xã Vĩnh Thanh,10 m
"Đường 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông,,,Nhà phố liền kề,,15 m,150 m²,950000000,"6,33 triệu/m²",,,Đồng Nai,2 phòng,150 m²,2 phòng,Xã Thạnh Phú,10 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,1,Nội thất đầy đủ,Nhà ngõ,,6 m,132 m²,2950000000,"44,7 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,66 m²,2 phòng,Phường Trảng Dài,11 m
"Đường Trần Văn Xã, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,Nội thất cao cấp,Nhà ngõ,,32 m,170 m²,2950000000,"17,35 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,170 m²,2 phòng,Phường Trảng Dài,5 m
"Đường 30/4, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,16 m,87 m²,1870000000,"37,4 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,50 m²,1 phòng,Phường Quyết Thắng,5 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,,Nhà ngõ,,24 m,120 m²,2850000000,"23,75 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,120 m²,2 phòng,Phường Trảng Dài,5 m
"126, Đường Hà Huy Giáp, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Nam,,,Nhà mặt phố,,35 m,370 m²,10000000,27.027 đ/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,370 m²,2 phòng,Thị trấn Long Thành,10 m
"Đường 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà ngõ,,11 m,44 m²,950000000,"21,59 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,44 m²,2 phòng,Phường Trảng Dài,4 m
"KCN Tam Phước, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà mặt phố,,23 m,230 m²,3500000000,"15,22 triệu/m²",Đã có sổ,,Đồng Nai,10 phòng,230 m²,5 phòng,Phường Tam Phước,10 m
"e2, Đường ĐT 768, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Tây,2,Nội thất đầy đủ,Nhà mặt phố,,18 m,72 m²,1650000000,"22,92 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,72 m²,1 phòng,Xã Tân Bình,4 m
"Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông,,,Nhà mặt phố,,18 m,90 m²,1450000000,"16,11 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,90 m²,2 phòng,Xã Thạnh Phú,5 m
"thiện Tân, Xã Thiện Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà biệt thự,,,,12000000,8.571 đ/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,4 phòng,1400 m²,4 phòng,Xã Thiện Tân,
"Lê Đại Hành, Phường Tân Biên, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,,Nhà ngõ,,31 m,159 m²,3900000000,"24,38 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,160 m²,1 phòng,Phường Tân Biên,5 m
"hẻm hoa lư (sau nhà đất đn), Đường Phan Chu Trinh, Phường Quang Vinh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,Hoàn thiện cơ bản,Nhà phố liền kề,,12 m,110 m²,2800000000,"25,45 triệu/m²",Đã có sổ,,Đồng Nai,1 phòng,110 m²,,Phường Quang Vinh,8.5 m
"nhà thờ thái an, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Nội thất đầy đủ,Nhà ngõ,,24 m,144 m²,2850000000,"19,79 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,144 m²,1 phòng,Phường Trảng Dài,6 m
"Đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà phố liền kề,,10 m,80 m²,850000000,"21,25 triệu/m²",Đang chờ sổ,,Đồng Nai,2 phòng,40 m²,2 phòng,Phường Long Bình,4 m
"Đường Điểu Xiển, Xã Bàu Trâm, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,,Nhà mặt phố,,20 m,100 m²,2650000000,"4,73 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,560 m²,2 phòng,Xã Bàu Trâm,5 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,13 m,100 m²,1380000000,"19,71 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,3 phòng,70 m²,3 phòng,Phường Trảng Dài,5 m
"Đường Nguyễn Thị Hiền, Phường Thanh Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,4,,Nhà mặt phố,,19.5 m,280 m²,13750000000,"190,97 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,5 phòng,72 m²,6 phòng,Phường Thanh Bình,3.7 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,Marina SwanBay,,3,Bàn giao thô,Nhà phố liền kề,,17 m,179 m²,5600000000,"47,06 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,119 m²,4 phòng,Xã Đại Phước,7 m
"Đường Bùi Hữu Nghĩa, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà ngõ,,,80 m²,1450000000,"18,13 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,80 m²,2 phòng,Phường Tân Hạnh,
"Đường 25B, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,Garden Town 1B SwanPark,,3,Bàn giao thô,Nhà biệt thự,,22 m,261 m²,9350000000,"26,79 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,349 m²,4 phòng,Thị trấn Hiệp Phước,15 m
"Đường Ngô Quyền, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,,Nhà ngõ,,19 m,94 m²,1600000000,"17,02 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,94 m²,2 phòng,Phường Bảo Vinh,5 m
"1/1A.KP 3, Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,18 m,72 m²,3400000000,"47,22 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,72 m²,2 phòng,Phường Tam Hiệp,4 m
"Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà mặt phố,,18 m,90 m²,979000000,"10,88 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,90 m²,1 phòng,Phường Trảng Dài,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,19 m,250 m²,6250000000,"53,42 triệu/m²",,,Đồng Nai,3 phòng,117 m²,3 phòng,Xã Long Hưng,6 m
"Đường Nguyễn Ái Quốc, Phường Tân Biên, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,,Nhà ngõ,,18 m,90 m²,1300000000,"14,44 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,90 m²,1 phòng,Phường Tân Biên,5 m
"Dt770, Xã Xuân Đường, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,,,,Nhà mặt phố,,,,13000000000,"17,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,750 m²,3 phòng,Xã Xuân Đường,
"Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà ngõ,,20 m,100 m²,1100000000,11 triệu/m²,,,Đồng Nai,3 phòng,100 m²,2 phòng,Xã Thạnh Phú,5 m
"Hl 6, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,,Nhà ngõ,,9 m,90 m²,600000000,"13,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,45 m²,1 phòng,Phường Trảng Dài,5 m
"625, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,12 m,66 m²,14000000,212.121 đ/m²,,,Đồng Nai,2 phòng,66 m²,1 phòng,Phường Long Bình Tân,5.5 m
"Đường DT 768, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà ngõ,,13 m,60 m²,750000000,"12,5 triệu/m²",,,Đồng Nai,2 phòng,60 m²,2 phòng,Xã Tân Bình,4.5 m
"Đường Nguyễn Ái Quốc, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,,,1290000000,"25,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,50 m²,1 phòng,Phường Bửu Long,
"Đường Vũ Hồng Phô, Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,42 m,130 m²,2000000000,"15,38 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,130 m²,2 phòng,Phường Bình Đa,3.5 m
"Đường Nguyễn Ái Quốc, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,16 m,100 m²,2700000000,"48,21 triệu/m²",,,Đồng Nai,2 phòng,56 m²,2 phòng,Phường Tân Phong,4.2 m
"48, Đường Trần Văn Thi, Phường Xuân Thanh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây,,,Nhà mặt phố,,18 m,108 m²,2000000000,"29,41 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,68 m²,2 phòng,Phường Xuân Thanh,4 m
"Đường Đồng Khởi, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà mặt phố,,29 m,378 m²,17000000000,"43,93 triệu/m²",Đã có sổ,,Đồng Nai,6 phòng,387 m²,Nhiều hơn 6 phòng,Phường Tân Phong,8 m
"Đường Đồng Khởi, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà ngõ,,21 m,135 m²,1550000000,"18,9 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,82 m²,2 phòng,Phường Tân Phong,4 m
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,15 m,94 m²,2900000000,"30,85 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,94 m²,2 phòng,Phường Tam Hiệp,6 m
"Đường Quốc Lộ 51, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,North Community,Đông,275,Bàn giao thô,Nhà phố liền kề,,19 m,179 m²,5000000000,"42,74 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,4 phòng,117 m²,4 phòng,Xã Long Hưng,6 m
"Đường Ngô Quyền, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,20 m,,2350000000,"23,5 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,100 m²,2 phòng,Xã Long Hưng,5 m
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,20 m,,3600000000,30 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,120 m²,1 phòng,Phường Tân Hiệp,6 m
"Đường ĐT 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,Hoàn thiện cơ bản,Nhà ngõ,,18 m,90 m²,810000000,9 triệu/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,90 m²,1 phòng,Phường Trảng Dài,5 m
"phạm văn thuận, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Hoàn thiện cơ bản,Nhà ngõ,,11.16 m,62.6 m²,2650000000,"42,74 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,62.6 m²,1 phòng,Phường Tân Mai,5.2 m
"Đường Hương Lộ 6, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,Kdc Thạnh Phú,Đông Nam,2,,Nhà phố liền kề,,18 m,80 m²,1630000000,"20,38 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,80 m²,2 phòng,Xã Thạnh Phú,5 m
"L2, Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,L2,Đông Nam,3,,Nhà phố liền kề,,16 m,82 m²,6350000000,"77,44 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,82 m²,3 phòng,Phường Trảng Dài,5 m
"Đường Bùi Hữu Nghĩa, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,1,Nội thất đầy đủ,Nhà phố liền kề,,19 m,140 m²,2650000000,"34,87 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,76 m²,2 phòng,Phường Tân Hạnh,4 m
"Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà mặt phố,,25 m,125 m²,1850000000,"14,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,5 phòng,125 m²,5 phòng,Xã Thạnh Phú,5 m
"Đường Hùng Vương, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà biệt thự,,39.3 m,500 m²,4400000000,"8,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,500 m²,2 phòng,Xã Phước An,13 m
"Đường Quốc lộ 1A, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà ngõ,,17 m,75 m²,800000000,"10,67 triệu/m²",,,Đồng Nai,2 phòng,75 m²,,Xã Bắc Sơn,5 m
"Đường Đồng Khởi, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà mặt phố,,18 m,160 m²,1630000000,"20,38 triệu/m²",,,Đồng Nai,3 phòng,80 m²,2 phòng,Xã Thạnh Phú,4.5 m
"Đường Trần Thị Hoa, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà ngõ,,,,2050000000,"32,03 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,64 m²,2 phòng,Phường An Bình,
"Đường Hương lộ 2, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Khu 5,Nam,3,Hoàn thiện cơ bản,Nhà phố liền kề,,20 m,200 m²,425000000,"3,86 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,110 m²,2 phòng,Xã Long Hưng,5 m
"Đường Hương lộ 2, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Bàn giao thô,Nhà mặt phố,,20 m,179 m²,6000000000,50 triệu/m²,Đã có sổ,,Đồng Nai,4 phòng,120 m²,4 phòng,Xã Long Hưng,6 m
"Đường 25B, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,The Garden Town (1A),,3,Bàn giao thô,Nhà phố liền kề,,17 m,145 m²,3370000000,"31,5 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,107 m²,4 phòng,Thị trấn Hiệp Phước,6 m
"Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,1,Nội thất đầy đủ,Nhà ngõ,,13 m,132 m²,2400000000,"18,18 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,132 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,1,Nội thất đầy đủ,Nhà ngõ,,5 m,130 m²,2390000000,"35,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,67 m²,2 phòng,Phường Trảng Dài,13 m
"Đường Đồng Khởi, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,18 m,390 m²,16200000000,"86,63 triệu/m²",Đã có sổ,,Đồng Nai,6 phòng,187 m²,5 phòng,Phường Tân Phong,6 m
"chợ trảng dài, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,1,Hoàn thiện cơ bản,Nhà ngõ,,15 m,60 m²,1480000000,"24,67 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,60 m²,2 phòng,Phường Trảng Dài,5 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,LA MAISON SWANBAY (ZONE 4.3),,3,Bàn giao thô,Nhà biệt thự,,20 m,280 m²,11500000000,"35,94 triệu/m²",Đang chờ sổ,,Đồng Nai,4 phòng,320 m²,4 phòng,Xã Đại Phước,16 m
"Dong Suối Đá, Xã Gia Kiệm, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,Đông Bắc,,Nội thất đầy đủ,Nhà ngõ,,57 m,248 m²,2000000000,"5,06 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,395 m²,2 phòng,Xã Gia Kiệm,8 m
"Nguyễn Văn Tiên, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,Nội thất cao cấp,Nhà biệt thự,,43 m,469 m²,9800000000,"20,9 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,469 m²,3 phòng,Phường Tân Phong,12 m
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,1,,Nhà ngõ,,22 m,92 m²,3000000000,"32,61 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,92 m²,2 phòng,Phường Tân Hiệp,4.1 m
"Đường Hoàng Diệu, Phường Xuân Thanh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây,,,Nhà ngõ,,20.5 m,108 m²,1760000000,"16,3 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,108 m²,2 phòng,Phường Xuân Thanh,5.3 m
"Đường Hoàng Diệu, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,,Nhà ngõ,,17 m,75 m²,1700000000,"22,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,75 m²,1 phòng,Phường Bảo Vinh,4 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà biệt thự,,,400 m²,16000000000,"44,44 triệu/m²",,,Đồng Nai,4 phòng,360 m²,3 phòng,Xã Long Hưng,
"Đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,20 m,78 m²,750000000,"9,62 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,2 phòng,78 m²,1 phòng,Phường Long Bình,5 m
"Đường Bùi Hữu Nghĩa, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,15 m,75 m²,1650000000,22 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,75 m²,1 phòng,Phường Bửu Hòa,5 m
"Đường Ngô Quyền, Phường An Hoà, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,1,,Nhà phố liền kề,,12 m,85 m²,1000000000,"23,26 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,43 m²,2 phòng,Phường An Hoà,3.5 m
"Đường Vũ Hồng Phô, Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,,Nhà ngõ,,25 m,100 m²,3400000000,34 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,2 phòng,Phường Bình Đa,4 m
"Đường Phùng Hưng, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Đông Nam,1,Nội thất đầy đủ,Nhà biệt thự,,26 m,100 m²,2300000000,"11,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,200 m²,3 phòng,Xã An Viễn,7 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,2,Bàn giao thô,Nhà biệt thự,,20 m,326 m²,36000000000,100 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,4 phòng,360 m²,5 phòng,Xã Long Hưng,18 m
"Đường Đỗ Văn Thi, Phường Hiệp Hoà, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà ngõ,,40 m,90 m²,1200000000,"13,33 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,90 m²,2 phòng,Phường Hiệp Hoà,4 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,27 m,200 m²,2450000000,"18,15 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,135 m²,3 phòng,Phường Trảng Dài,5 m
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,20 m,90 m²,1800000000,20 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,2 phòng,90 m²,1 phòng,Phường Bửu Long,4.5 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,12 m,120 m²,1220000000,"20,33 triệu/m²",,Hẻm xe hơi,Đồng Nai,4 phòng,60 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Long Đức, Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,Diamond peark view,,3,Hoàn thiện cơ bản,Nhà phố liền kề,,20 m,120 m²,5000000000,50 triệu/m²,Đang chờ sổ,,Đồng Nai,3 phòng,100 m²,3 phòng,Xã Long Đức,5 m
"Đường Nguyễn Văn Ký, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà mặt phố,,23 m,120 m²,2800000000,"23,33 triệu/m²",,,Đồng Nai,2 phòng,120 m²,2 phòng,Thị trấn Long Thành,5 m
"Nam Hòa, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Tây,,Bàn giao thô,Nhà mặt phố,,12 m,80 m²,1950000000,"32,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,60 m²,1 phòng,Xã Bắc Sơn,5 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Nam,3,,Nhà biệt thự,,15 m,178 m²,5700000000,"54,29 triệu/m²",Đang chờ sổ,,Đồng Nai,4 phòng,105 m²,3 phòng,Thị trấn Long Thành,7 m
"Đường Phạm Văn Thuận, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,23 m,103 m²,13500000000,"131,07 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,103 m²,1 phòng,Phường Tân Mai,4.5 m
"đồng khởi, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,,Nhà ngõ,,21 m,105 m²,1650000000,"15,71 triệu/m²",,,Đồng Nai,3 phòng,105 m²,2 phòng,Phường Trảng Dài,5 m
"Quảng Tiến 11, Xã Quảng Tiến, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Hoàn thiện cơ bản,Nhà ngõ,,25 m,125 m²,760000000,"6,08 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,125 m²,1 phòng,Xã Quảng Tiến,5 m
"Đường Nguyễn Tri Phương, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất đầy đủ,Nhà ngõ,,17 m,154 m²,2700000000,"37,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,72 m²,2 phòng,Phường Bửu Hòa,4 m
"Đường Quốc lộ 1A, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,1,Nội thất đầy đủ,Nhà mặt phố,,35 m,250 m²,12500000000,50 triệu/m²,Đã có sổ,,Đồng Nai,3 phòng,250 m²,3 phòng,Phường Long Bình,7 m
