address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"22/22, dx 12, Xã Tân Vĩnh Hiệp, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,1,,Nhà mặt phố,,12 m,60 m²,630000000,"13,13 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,1 phòng,48 m²,1 phòng,Xã Tân Vĩnh Hiệp,4 m
"Đường An Thạnh 1, Phường An Thạnh, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Bắc,,,Nhà ngõ,,34 m,60 m²,2950000000,"17,56 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,168 m²,2 phòng,Phường An Thạnh,5 m
"Đường 16, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,,Nhà phố liền kề,,20 m,100 m²,2100000000,21 triệu/m²,,,Bình Dương,4 phòng,100 m²,3 phòng,Phường Mỹ Phước,5 m
"Đường D6, Phường Tân Định, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,,Nhà phố liền kề,,16 m,64 m²,1190000000,"18,59 triệu/m²",,,Bình Dương,3 phòng,64 m²,2 phòng,Phường Tân Định,4 m
"Đường Lê Thị Trung, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,15 m,60 m²,2350000000,"39,17 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,60 m²,1 phòng,Phường Bình Chuẩn,4 m
"Đường Nguyễn Chí Thanh, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,,Nhà mặt phố,,12 m,48 m²,819000000,"17,06 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,48 m²,2 phòng,Phường Mỹ Phước,4 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,2,Hoàn thiện cơ bản,Nhà mặt phố,,16.18 m,,2989000000,"46,7 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,64.2 m²,5 phòng,Phường Tân Bình,4 m
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,,Nội thất đầy đủ,Nhà mặt phố,,13 m,100 m²,3250000000,"41,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,78 m²,3 phòng,Phường Hiệp Thành,6 m
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Bắc,2,,Nhà mặt phố,,17 m,120 m²,2990000000,"43,97 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,68 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"Đường Lê Hồng Phong, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,16 m,60 m²,1850000000,"23,13 triệu/m²",,,Bình Dương,2 phòng,80 m²,1 phòng,Phường Phú Thọ,5 m
"29, Đường Bình Chuẩn 17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Bắc,,,Nhà ngõ,,15.3 m,146 m²,2600000000,"35,62 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,73 m²,2 phòng,Phường Bình Chuẩn,4.7 m
"Đường Dân Chủ, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,2,Bàn giao thô,Nhà phố liền kề,,20 m,130 m²,2700000000,27 triệu/m²,Đang chờ sổ,,Bình Dương,3 phòng,100 m²,3 phòng,Xã Vĩnh Tân,5 m
"845/22, Đường Nguyễn Tri Phương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,Nội thất cao cấp,Nhà ngõ,,19 m,106 m²,3600000000,"33,96 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,106 m²,3 phòng,Phường Chánh Nghĩa,6 m
"34/12, Nguyễn Đức Thiệu, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông,,Nội thất đầy đủ,Nhà ngõ,,13 m,69 m²,2100000000,"30,43 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,69 m²,1 phòng,Phường Dĩ An,6 m
"Đoàn Thị Kia, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Bắc,,,Nhà ngõ,,20 m,160 m²,2300000000,"28,75 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,3 phòng,80 m²,2 phòng,Phường Tân Đông Hiệp,5 m
"Đường Dân Chủ, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà mặt phố,,,90 m²,1100000000,"17,46 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,63 m²,3 phòng,Xã Vĩnh Tân,
"Phú Hồng Thị 5, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Bắc,,,Nhà mặt phố,,16 m,77 m²,2950000000,"38,31 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,77 m²,2 phòng,Phường An Phú,4.5 m
"Đường Quốc Lộ 13, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông,,,Nhà mặt phố,,20 m,190 m²,1850000000,"15,42 triệu/m²",,,Bình Dương,3 phòng,120 m²,4 phòng,Phường Hòa Lợi,5 m
"68, Đường Bình Chuẩn 34, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,17 m,109 m²,1348000000,"12,37 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,5 phòng,109 m²,5 phòng,Phường Bình Chuẩn,66 m
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,,,287000000,"6,38 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,45 m²,1 phòng,Phường Thuận Giao,
"32/4, Đường Bình Chuẩn 20, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Nam,,,Nhà ngõ,,14 m,58 m²,950000000,"16,38 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,2 phòng,58 m²,2 phòng,Phường Bình Chuẩn,4 m
"Đường Nguyễn Tri Phương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,18 m,103.5 m²,7400000000,"71,84 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,103.5 m²,2 phòng,Phường Chánh Nghĩa,5.7 m
"Đường Lý Thường Kiệt, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,2,,Nhà ngõ,,11 m,88 m²,1550000000,"35,23 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,44 m²,2 phòng,Phường Dĩ An,4 m
"Đường Lê Chí Dân, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,15 m,120 m²,2100000000,"26,25 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,80 m²,2 phòng,Phường Tân An,6 m
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông,2,,Nhà ngõ,,12 m,90 m²,2300000000,"35,38 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,65 m²,1 phòng,Phường Tân Đông Hiệp,5 m
"Đường Vũng Thiện, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Nam,,Hoàn thiện cơ bản,Nhà ngõ,,15 m,,1450000000,"19,33 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,2 phòng,75 m²,2 phòng,Phường Tân Đông Hiệp,5 m
"Bê Tông 4 M, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây,,Bàn giao thô,Nhà ngõ,,20 m,218 m²,1700000000,"8,1 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,210 m²,4 phòng,Phường Thới Hòa,8 m
"Duong Oto, Phường Tân Định, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây,,Hoàn thiện cơ bản,Nhà phố liền kề,,16 m,60 m²,1150000000,"19,17 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,2 phòng,60 m²,1 phòng,Phường Tân Định,4 m
"hẻm 202, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,,Nhà ngõ,,17 m,70 m²,1190000000,14 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,85 m²,1 phòng,Phường Hòa Lợi,5 m
"Đường Bình Chuẩn 15, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,15 m,60 m²,1350000000,"22,5 triệu/m²",,,Bình Dương,3 phòng,60 m²,2 phòng,Phường Bình Chuẩn,4 m
"đường bê tông, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,Nội thất đầy đủ,Nhà ngõ,,24 m,101 m²,4600000000,"45,54 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,101 m²,2 phòng,Phường Hiệp Thành,4.2 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,Lk A,Tây Nam,3,,Nhà mặt phố,,16 m,80 m²,2900000000,"36,25 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,80 m²,4 phòng,Phường Tân Bình,4 m
"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,,Nhà ngõ,,19 m,94 m²,1100000011,"11,7 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,1 phòng,94 m²,1 phòng,Thị trấn Lai Uyên,5 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Nam,3,Bàn giao thô,Nhà phố liền kề,,16 m,170 m²,3100000000,"46,97 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,66 m²,4 phòng,Phường Tân Bình,4 m
"Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,Khu 43 căn,Tây,2,Nội thất đầy đủ,Nhà ngõ,,18 m,162 m²,2150000,26.543 đ/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,81 m²,2 phòng,Phường Tân Phước Khánh,45 m
"Nguyễn Chi Phương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà ngõ,,20 m,101 m²,2800000000,"27,72 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,7 phòng,101 m²,Nhiều hơn 6 phòng,Phường An Bình,5 m
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,Nội thất đầy đủ,Nhà ngõ,,13.5 m,81 m²,3250000000,"40,12 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,81 m²,3 phòng,Phường Hiệp Thành,6 m
"02, Đường D6, Phường Tân Định, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây Bắc,,,Nhà mặt phố,,15 m,64 m²,1190000000,"18,59 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,64 m²,1 phòng,Phường Tân Định,4 m
"Nhà Mặt Tiền Dx 41, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,Hoàn thiện cơ bản,Nhà ngõ,,17 m,130 m²,3100000000,"34,44 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,90 m²,2 phòng,Phường Phú Mỹ,4 m
"Đường ĐT 743, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà phố liền kề,,11 m,45 m²,550000000,"12,22 triệu/m²",Đang chờ sổ,,Bình Dương,2 phòng,45 m²,1 phòng,Phường Thái Hòa,4 m
"Đường Nguyễn An Ninh, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Nam,1,Nội thất đầy đủ,Nhà ngõ,,11 m,90 m²,2450000000,"54,44 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,45 m²,2 phòng,Phường Dĩ An,4 m
"Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông,,,Nhà mặt phố,,20 m,90.5 m²,3900000000,"43,33 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,90.5 m²,2 phòng,Phường Phú Hòa,4.5 m
"Đường ĐT 743, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà phố liền kề,,21 m,94.5 m²,1100000000,"11,7 triệu/m²",Đang chờ sổ,,Bình Dương,4 phòng,94.5 m²,2 phòng,Phường Tân Phước Khánh,4.5 m
"Trần Ngọc Lên, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Bắc,,Bàn giao thô,Nhà ngõ,,37 m,50 m²,1850000000,"12,59 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,147.2 m²,1 phòng,Phường Phú Mỹ,4 m
"nguyễn bình, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,,Nhà biệt thự,,12 m,120 m²,5850000000,"48,75 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,120 m²,4 phòng,Phường Phú Lợi,10 m
"424 LÊ HỒNG PHONG, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,20 m,100 m²,2900000000,29 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,100 m²,1 phòng,Phường Phú Hòa,5 m
"Đường Vành Đai 4, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,2,Bàn giao thô,Nhà phố liền kề,,16 m,96 m²,1600000000,20 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,80 m²,2 phòng,Phường Thới Hòa,5 m
"đường thái bình dương, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà ngõ,,15 m,70 m²,2700000000,"38,57 triệu/m²",,,Bình Dương,3 phòng,70 m²,2 phòng,Phường Tân Phước Khánh,4 m
"Đường Đại Lộ Bình Dương, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Bắc,,,Nhà ngõ,,12 m,120 m²,2600000000,"43,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,60 m²,2 phòng,Phường Vĩnh Phú,5 m
"Đường HL 601, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,,Nhà ngõ,,40 m,,2500000000,"8,47 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,1 phòng,295 m²,,Xã Lai Hưng,7 m
"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà ngõ,,18 m,90 m²,4000000000,"44,44 triệu/m²",,,Bình Dương,3 phòng,90 m²,3 phòng,Phường Phú Lợi,5 m
"Đường Bùi Hữu Nghĩa, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Bắc,,,Nhà ngõ,,24 m,240 m²,5200000000,"21,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,nhiều hơn 10 phòng,240 m²,Nhiều hơn 6 phòng,Phường Bình Hòa,10 m
"Đường Bình Nhâm 88, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,18 m,101 m²,3750000000,"37,13 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,101 m²,2 phòng,Phường Bình Nhâm,6 m
"Đường Phú Chánh A, Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây,,,Nhà mặt phố,,30 m,195 m²,1500000000,10 triệu/m²,,,Bình Dương,5 phòng,150 m²,5 phòng,Phường Chánh Mỹ,5 m
"Đường Nguyễn Thiện Thuật, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Bắc,2,,Nhà mặt phố,,10 m,80 m²,1100000000,"27,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,40 m²,2 phòng,Phường Dĩ An,4 m
"Đường Võ Thị Sáu, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Bắc,,,Nhà ngõ,,14 m,120 m²,2550000000,"41,13 triệu/m²",,,Bình Dương,2 phòng,62 m²,1 phòng,Phường Đông Hòa,5 m
"DJ5, Đường Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây,,Nội thất đầy đủ,Nhà mặt phố,,30 m,300 m²,9600000000,32 triệu/m²,Đã có sổ,,Bình Dương,4 phòng,300 m²,2 phòng,Phường Thới Hòa,10 m
"võ thị sáu, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà mặt phố,,18 m,72 m²,2200000000,"30,56 triệu/m²",,,Bình Dương,3 phòng,72 m²,2 phòng,Phường Tân Phước Khánh,4 m
"Đường Nguyễn Thái Bình, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông,1,,Nhà ngõ,,15.5 m,110 m²,2850000000,"39,04 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,73 m²,2 phòng,Phường Phú Hòa,4.7 m
"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Nam,,,Nhà mặt phố,,20 m,150 m²,1900000000,19 triệu/m²,Đã có sổ,,Bình Dương,2 phòng,100 m²,2 phòng,Thị trấn Lai Uyên,5 m
"t4/51m, Đường Thuận Giao 2, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây,,Nội thất đầy đủ,Nhà ngõ,,10 m,100 m²,820000000,"13,67 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,2 phòng,60 m²,2 phòng,Phường Thuận Giao,6 m
"Đường Quốc lộ 1K, Phường Bình An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,17 m,68 m²,4000000000,"58,82 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,68 m²,3 phòng,Phường Bình An,4 m
"123, An Phu 29, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,Nhà ở riêng biệt,Tây,2,,Nhà mặt phố,,12 m,120 m²,2600000000,"21,67 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,120 m²,3 phòng,Phường An Phú,3.5 m
"Vĩnh Phú, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà phố liền kề,,,,3400000000,"45,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,75 m²,,Phường Vĩnh Phú,
"D1N1, Đường ĐT 748, Xã An Điền, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,"Lock B,C,D.",,,Nội thất đầy đủ,Nhà mặt phố,,17 m,130 m²,540000000,"6,35 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,85 m²,2 phòng,Xã An Điền,5 m
"Đường ĐT 746B, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Bàn giao thô,Nhà phố liền kề,,20 m,100 m²,900000000,9 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,100 m²,1 phòng,Xã Hội Nghĩa,5 m
"Đường Bùi Thị Cội, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Nam,2,,Nhà ngõ,,10 m,80 m²,1100000000,"27,5 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,2 phòng,40 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"Đường N1, Phường Tân Định, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Bắc,2,,Nhà phố liền kề,,20 m,110 m²,2190000000,"27,38 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,80 m²,2 phòng,Phường Tân Định,4 m
"Đường Thủ Khoa Huân, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,18 m,90 m²,1500000000,"16,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,90 m²,1 phòng,Phường Bình Chuẩn,5 m
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Nam,,Nội thất cao cấp,Nhà mặt phố,,20 m,80 m²,4000000000,50 triệu/m²,Đã có sổ,,Bình Dương,4 phòng,80 m²,4 phòng,Phường Tân Đông Hiệp,4 m
"Đường N3, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,Nội thất đầy đủ,Nhà mặt phố,,30 m,199 m²,930000000,"6,2 triệu/m²",Đang chờ sổ,,Bình Dương,5 phòng,150 m²,5 phòng,Thị trấn Lai Uyên,5 m
"Đường Bê Tông 4m, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,1,Nội thất cao cấp,Nhà mặt phố,,13.5 m,120 m²,3250000000,"40,12 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,81 m²,2 phòng,Phường Hiệp Thành,6 m
"Đường Bùi Thị Cội, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Nam,,,Nhà ngõ,,,60 m²,2150000000,"47,78 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,45 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"đối diện hiệp phát 2, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,,Nội thất đầy đủ,Nhà mặt phố,,24 m,180 m²,4600000000,"45,54 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,101 m²,3 phòng,Phường Hiệp Thành,4 m
"Dx 42, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,Nội thất cao cấp,Nhà ngõ,,16 m,134 m²,3100000000,"38,27 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,81 m²,2 phòng,Phường Phú Mỹ,5 m
"hẻm 177 nguyễn đức thuận, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,,Nội thất đầy đủ,Nhà ngõ,,24 m,180 m²,4600000000,46 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,100 m²,3 phòng,Phường Phú Lợi,4 m
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,2,Nội thất cao cấp,Nhà ngõ,,24 m,240 m²,4600000000,"45,54 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,101 m²,3 phòng,Phường Hiệp Thành,4.2 m
"Đường Hoàng Hoa Thám, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,Hoàn thiện cơ bản,Nhà ngõ,,14 m,100 m²,2180000000,"31,14 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,70 m²,1 phòng,Phường Hiệp Thành,4.6 m
"N1, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Nam,,,Nhà mặt phố,,18 m,240 m²,4000000000,"58,82 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,68 m²,4 phòng,Phường Tân Bình,4 m
"72, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Bắc,,,Nhà mặt phố,,10 m,40 m²,1000000000,25 triệu/m²,Đã có sổ,,Bình Dương,2 phòng,40 m²,2 phòng,Phường Bình Chuẩn,4 m
"hẻm 183 huỳnh văn luỹ, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,2,,Nhà biệt thự,,12 m,180 m²,5850000000,"48,75 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,120 m²,3 phòng,Phường Phú Mỹ,10 m
"Đường Nguyễn Chí Thanh, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,,Hoàn thiện cơ bản,Nhà mặt phố,,31 m,140 m²,3080000000,"25,25 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,122 m²,2 phòng,Phường Hiệp An,4 m
"ngã tư chiêu liêu, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà ngõ,,,,780000000,"33,91 triệu/m²",,,Bình Dương,2 phòng,23 m²,2 phòng,Phường Tân Đông Hiệp,
"Cách Mạng Tháng Tám, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,,,Nhà mặt phố,,12 m,126 m²,3750000000,125 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,30 m²,3 phòng,Phường Chánh Nghĩa,3 m
"Đường nhựa 5m Thông, Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,1,Nội thất đầy đủ,Nhà mặt phố,,19 m,100 m²,2000000000,"22,73 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,88 m²,2 phòng,Phường Chánh Mỹ,4.5 m
"17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây,,,Nhà mặt phố,,12 m,48 m²,1250000000,"26,04 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,48 m²,2 phòng,Phường Bình Chuẩn,4 m
