address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,floors,furnishing_sell,house_type,land_feature,land_type,length,living_size,price,price_m2,property_back_condition,property_legal_document,property_road_condition,property_status,region,rooms,size,toilets,type_real_estate,unitnumber,ward,width
"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,2,Quận 7,,,,,,1,,,,,,1500000000,25 triệu/m²,,Giấy tờ khác,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,Nhà ở,,Phường Phú Mỹ,
"Đường 15B, Phường Phú Mỹ, ",,1,,,,,,,Nội thất đầy đủ,,,,,,1560000000,"32,5 triệu/m²",,1,,Đã bàn giao,,1 phòng,48 m²,1 phòng,Nhà ở,,Phường Phú Mỹ,
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",,1,Quận 6,,,,,,,,,,,,2642000000,"44,03 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,,Nhà ở,,Phường 12,
"Đường Sông Suối, ",,1,,,,,,,,,,,,,520000000,"15,29 triệu/m²",,Giấy tờ khác,,Đã bàn giao,,1 phòng,34 m²,1 phòng,Nhà ở,,,
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",1,1,Quận Tân Phú,,,,,,1,,,,,,3700000000,"44,05 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,84 m²,2 phòng,Đất,,Phường Hiệp Tân,
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Tân,,,,,,Hoàn thiện cơ bản,,,,,,1420000000,"28,4 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,50 m²,1 phòng,Đất,,Phường An Lạc,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Căn góc,Chung cư,Huyện Nhà Bè,,,,,,Nội thất đầy đủ,,,,,,3500000000,"37,63 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,93 m²,2 phòng,Đất,,Xã Phước Kiển,
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Tp Hồ Chí Minh",,1,,,,,,,,,,,,,1970000000,"32,83 triệu/m²",,,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,Đất,,Phường Tân Thới Nhất,
"Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,,,,,,,,,,1160000000,"16,57 triệu/m²",,,,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,70 m²,2 phòng,Đất,,Phường Thủ Thiêm,
"208, 208 Đường Nguyễn Hữu Cảnh, Tp Hồ Chí Minh",,1,,,,,,,,,,,,,6700000000,"62,04 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,108 m²,2 phòng,Đất,,,
"39, 39 Đường Bến Vân Đồn, Phường 12, Quận 4, Tp Hồ Chí Minh",,Chung cư,Quận 4,,,,,,,,,,,,1470000000,"25,79 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,Đất,,Phường 12,
"89, 89 Đường Hoàng Quốc Việt, ",,1,,,,,,,,,,,,,2500000000,"45,45 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,,2 phòng,55 m²,1 phòng,Đất,,,
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Tp Hồ Chí Minh",Căn góc,1,,Nam,A,2,16,,,,,,,,1480000000,"19,73 triệu/m²",,1,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,Căn hộ/Chung cư,,Phường Thảo Điền,
"Đường Hoàng Quốc Việt, Phường Phú Mỹ, ",,1,,,,,,,,,,,,,2300000000,"37,1 triệu/m²",,Đang chờ sổ,,Đã bàn giao,,2 phòng,62 m²,2 phòng,Căn hộ/Chung cư,,Phường Phú Mỹ,
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,,,,,,,,,,,,2500000000,"47,17 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,53 m²,1 phòng,Căn hộ/Chung cư,,Phường Sơn Kỳ,
"290, 290 Đường An Dương Vương, Phường 4, Quận 5, ",,1,Quận 5,,,,,,Nội thất đầy đủ,,,,,,2200000000,"62,86 triệu/m²",,1,,Đã bàn giao,,1 phòng,35 m²,1 phòng,Căn hộ/Chung cư,,Phường 4,
"280, Đường Lương Định Của, Phường An Phú, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,Đông Nam,,Tây Bắc,9,,,,,,,,2950000000,"32,78 triệu/m²",,Đã có sổ,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,90 m²,3 phòng,Căn hộ/Chung cư,,Phường An Phú,
"Số 90, Số 90 Đường Nguyễn Hữu Cảnh, Tp Hồ Chí Minh",Căn góc,1,,,,,,,Hoàn thiện cơ bản,,,,,,8200000000,82 triệu/m²,,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,100 m²,2 phòng,Căn hộ/Chung cư,,,
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Tp Hồ Chí Minh",,1,,,,,,,,,,,,,3300000000,66 triệu/m²,,,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,50 m²,1 phòng,Căn hộ/Chung cư,,Phường Thảo Điền,
"370, 370 Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Đông Nam,,,,,Nội thất cao cấp,,,,,,2520000000,"36,52 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,69 m²,2 phòng,Căn hộ/Chung cư,,Phường Phú Thuận,
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,1,Quận Tân Phú,,,,,,Nội thất cao cấp,,,,,,3700000000,"40,66 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,91 m²,2 phòng,Đất,,Phường Hiệp Tân,
"Đường Nguyễn Hữu Thọ, Huyện Nhà Bè, ",Căn góc,Duplex,Huyện Nhà Bè,,A 2,,12,,Hoàn thiện cơ bản,,,,,,4350000000,,,1,,Đã bàn giao,,6 phòng,,4 phòng,Đất,A12-07,,
"334, 334 Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 10,,,,,,Nội thất đầy đủ,,,,,,4850000000,"66,44 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,73 m²,2 phòng,Đất,,Phường 14,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,1,Quận 12,,,,,,Hoàn thiện cơ bản,,,,,,2400000000,"42,11 triệu/m²",,Đã có sổ,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,Căn hộ/Chung cư,,Phường Thạnh Xuân,
"Đường Nguyễn Hữu Thọ, ",,Officetel,,,,,,,Hoàn thiện cơ bản,,,,,,2350000000,"52,22 triệu/m²",,Đang chờ sổ,,Đã bàn giao,,1 phòng,45 m²,1 phòng,Căn hộ/Chung cư,,,
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,,,,,,,,,,5800000000,"58,59 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,99 m²,2 phòng,Căn hộ/Chung cư,,Phường Thảo Điền,
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,Đông Nam,,Đông Nam,14,,,,,,,,1200000000,"22,22 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,54 m²,1 phòng,Căn hộ/Chung cư,,Xã Phú Xuân,
"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,,,,,,,,,,,2450000000,"39,52 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,62 m²,2 phòng,Căn hộ/Chung cư,,Phường Phú Mỹ,
"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 7,,,,,,Nội thất cao cấp,,,,,,2850000000,"33,53 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,85 m²,2 phòng,Đất,,Phường Phú Thuận,
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,1,Quận Tân Phú,,,,,,1,,,,,,3450000000,"48,59 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,71 m²,2 phòng,Đất,,Phường Sơn Kỳ,
"Đường 17, ",Căn góc,1,,,A,,,,Hoàn thiện cơ bản,,,,,,2950000000,"26,11 triệu/m²",,Đang chờ sổ,,Đã bàn giao,,3 phòng,113 m²,2 phòng,Đất,,,
"336/20 Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh, Phường 12, Quận 6, Tp Hồ Chí Minh",,Chung cư,Quận 6,,,,,,Nội thất cao cấp,,,,,,2900000000,"44,62 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65.02 m²,2 phòng,Nhà ở,,Phường 12,
"659 Âu Cơ, phường Tân Thành, quận Tân Phú, Tp. HCM., Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,1,Quận Tân Phú,,,,,,,,,,,,2500000000,"33,33 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,Nhà ở,,Phường Tân Thành,
"29, 29 Đường Bình Phú, Quận 6, Tp Hồ Chí Minh",,1,Quận 6,,,,1,,Bàn giao thô,,,,,,2250000000,"30,41 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,74 m²,2 phòng,Nhà ở,,,
"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Đông Bắc,,Đông Nam,,,Hoàn thiện cơ bản,,,,,,2100000000,"36,84 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,Nhà ở,,Phường Phú Mỹ,
"Đường 17, ",Căn góc,1,,Nam,B,Bắc,,,Hoàn thiện cơ bản,,,,,,4050000000,27 triệu/m²,,Đang chờ sổ,,Đã bàn giao,,3 phòng,150 m²,2 phòng,Nhà ở,,,
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,,,,,,Nội thất cao cấp,,,,,,4250000000,"49,42 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,86 m²,2 phòng,Căn hộ/Chung cư,,Phường Sơn Kỳ,
"Đường Hoàng Quốc Việt, ",,1,,,,,,,,,,,,,2330000000,"42,36 triệu/m²",,Đang chờ sổ,,Đã bàn giao,,2 phòng,55.5 m²,1 phòng,Căn hộ/Chung cư,,,
"Lô A1, Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,Officetel,Quận 7,,,,,,,,,,,,1600000000,"44,44 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,36 m²,1 phòng,Căn hộ/Chung cư,,Phường Tân Hưng,
"Số 01, Số 01 Đường Số 104, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,,,,Nội thất cao cấp,,,,,,4100000000,"68,33 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,60 m²,1 phòng,Đất,,Phường Bình Trưng Tây,
"Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",,1,Quận 9,,D,,17,,,,,,,,3150000000,45 triệu/m²,,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,70 m²,2 phòng,Đất,D17,Phường Phú Hữu,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,,,,,Hoàn thiện cơ bản,,,,,,2500000000,"43,86 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,Đất,,Phường Thạnh Xuân,
"Đường Trần Văn Ơn, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,Quận Tân Phú,,,Đông Nam,,,Nội thất đầy đủ,Nhà ngõ,,,11 m,55 m²,3500000000,"63,64 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,3 phòng,55 m²,3 phòng,Đất,,Phường Tân Sơn Nhì,5 m
"334, 334 Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",,Chung cư,Quận 10,,,,,,Nội thất cao cấp,,,,,,5850000000,"80,14 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,73 m²,2 phòng,Đất,,Phường 14,
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,1,Quận 7,,,,,,2,,,,,,2400000000,"34,29 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,70 m²,2 phòng,Đất,,Phường Phú Thuận,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,1,Huyện Nhà Bè,Đông,,,,,,,,,,,3000000000,40 triệu/m²,,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,Đất,,Xã Phước Kiển,
"370, 370 Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,,,,,,,,,,,2300000000,"33,82 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,68 m²,2 phòng,Đất,,Phường Phú Thuận,
"Đường Đào Tông Nguyên, Huyện Nhà Bè, ",,,Huyện Nhà Bè,,,,,2,,1,,,7 m,70 m²,1350000000,"38,57 triệu/m²",,1,,,,2 phòng,35 m²,2 phòng,Đất,,,5 m
"số 152, số 152 Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",,Chung cư,Quận Bình Thạnh,,,,,,,,,,,,4200000000,"56,76 triệu/m²",,,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,74 m²,2 phòng,Đất,,Phường 25,
"Đường Quang Trung, Phường 8, Quận Gò Vấp, ",,,Quận Gò Vấp,,,,,,,Nhà ngõ,,,9 m,54 m²,3550000000,"131,48 triệu/m²",,1,,,,2 phòng,27 m²,2 phòng,Đất,,Phường 8,3 m
"Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",,,Quận Tân Bình,,,,,,Hoàn thiện cơ bản,Nhà ngõ,,,7 m,48 m²,2650000000,"126,19 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,2 phòng,21 m²,2 phòng,Đất,,Phường 15,3 m
"bến cần giuộc, Quận 8, Tp Hồ Chí Minh",,,Quận 8,,,,,1,,Nhà mặt phố,,,,,4200000000,84 triệu/m²,,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,3 phòng,50.5 m²,1 phòng,Đất,,,
"Đường Số 2, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,,Quận Bình Tân,,,,,3,,Nhà mặt phố,,,18 m,215 m²,7500000000,"104,17 triệu/m²",,Đã có sổ,,,Tp Hồ Chí Minh,5 phòng,72.4 m²,5 phòng,Nhà ở,,Phường An Lạc,4 m
"Đường Nguyễn Sỹ Sách, Phường 15, Tp Hồ Chí Minh",,,,,,,,,,Nhà ngõ,,,16 m,,6350000000,"105,83 triệu/m²",,1,Hẻm xe hơi,,Tp Hồ Chí Minh,6 phòng,60 m²,6 phòng,Nhà ở,,Phường 15,4 m
"ĐÀO TÔNG NGUYÊN, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",,,Huyện Nhà Bè,,,,,3,Nội thất cao cấp,Nhà mặt phố,,,10 m,90 m²,2450000000,"54,44 triệu/m²",,1,,,Tp Hồ Chí Minh,2 phòng,45 m²,2 phòng,Nhà ở,,Xã Phú Xuân,4.5 m
"467, Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",,,Quận 12,,,Tây,,4,Hoàn thiện cơ bản,Nhà mặt phố,,,14 m,300 m²,4800000000,16 triệu/m²,Nở hậu,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,6 phòng,300 m²,Nhiều hơn 6 phòng,Đất,,Phường Thạnh Lộc,5 m
"Đường Phan Đình Phùng, Phường 17, Quận Phú Nhuận, ",,,Quận Phú Nhuận,,,,,,,Nhà ngõ,,,,60 m²,3750000000,"208,33 triệu/m²",,1,,,,2 phòng,18 m²,3 phòng,Đất,,Phường 17,
"Đường Thống Nhất, Phường 16, Tp Hồ Chí Minh",,,,,,,,,,Nhà ngõ,,,,,3800000000,"111,76 triệu/m²",,1,,,Tp Hồ Chí Minh,2 phòng,34 m²,2 phòng,Đất,,Phường 16,
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,Quận Tân Phú,,,,,3,,Nhà mặt phố,,,24 m,,11500000000,"113,86 triệu/m²",,1,,,Tp Hồ Chí Minh,nhiều hơn 10 phòng,101 m²,,Đất,,Phường Phú Thạnh,4 m
"Đường Nguyễn Tri Phương, Phường 8, Quận 10, Tp Hồ Chí Minh",,,Quận 10,,,,,2,Nội thất đầy đủ,Nhà ngõ,,,13 m,40 m²,9900000000,220 triệu/m²,,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,3 phòng,45 m²,2 phòng,Đất,,Phường 8,4 m
"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Huyện Bình Chánh,,,Nam,,,,Nhà phố liền kề,,,10 m,40 m²,780000000,"19,5 triệu/m²",,,,,Tp Hồ Chí Minh,2 phòng,40 m²,2 phòng,Nhà ở,,Xã Bình Chánh,4 m
"Đường Bình Thới, Phường 10, ",,,,,,,,1,,Nhà ngõ,,,13 m,78 m²,6500000000,"166,67 triệu/m²",,1,1,,,2 phòng,39 m²,2 phòng,Nhà ở,,Phường 10,3 m
"Đường Hoàng Ngọc Phách, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,Quận Tân Phú,,,,,2,,Nhà mặt phố,,,20 m,197 m²,8200000000,"102,5 triệu/m²",,1,,,Tp Hồ Chí Minh,4 phòng,80 m²,4 phòng,Nhà ở,,Phường Phú Thọ Hòa,4 m
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,,Quận 7,,,,,4,Nội thất đầy đủ,Nhà mặt phố,,,14 m,,6200000000,"77,5 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,4 phòng,80 m²,5 phòng,Nhà ở,,Phường Phú Mỹ,6 m
"Nguyễn Trung trực, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",,,Quận Bình Thạnh,,,Đông Bắc,,,,Nhà mặt phố,,,17 m,400 m²,13200000000,"188,57 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,4 phòng,70 m²,5 phòng,Nhà ở,,Phường 5,4 m
"Tân Thới Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",,,Quận 12,,,,,,,Nhà phố liền kề,,,4 m,15 m²,600000000,40 triệu/m²,,Đã có sổ,,,Tp Hồ Chí Minh,1 phòng,15 m²,1 phòng,Nhà ở,,Phường Tân Chánh Hiệp,3 m
"Đường Bờ Nhà Thờ, Xã Bình Chánh, Huyện Bình Chánh, ",,,Huyện Bình Chánh,,,Đông,,1,Hoàn thiện cơ bản,Nhà ngõ,,,10 m,90 m²,1100000000,"24,44 triệu/m²",,1,1,,,2 phòng,45 m²,2 phòng,Nhà ở,,Xã Bình Chánh,4.5 m
"Đường Âu Cơ, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",,,Quận Tân Bình,,,,,,Hoàn thiện cơ bản,Nhà ngõ,,,7.35 m,88 m²,3600000000,"163,64 triệu/m²",,Đang chờ sổ,,,Tp Hồ Chí Minh,3 phòng,22 m²,3 phòng,Nhà ở,,Phường 9,3.1 m
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,Quận Bình Tân,,,,,4,Nội thất cao cấp,Nhà mặt phố,,,11 m,206 m²,2200000000,44 triệu/m²,,1,,,Tp Hồ Chí Minh,5 phòng,50 m²,5 phòng,Đất,,Phường Bình Hưng Hòa,4 m
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",,,Quận 6,,,Đông Nam,,3,Nội thất đầy đủ,Nhà ngõ,,,14 m,43 m²,6999000000,"155,53 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,3 phòng,45 m²,4 phòng,Đất,,Phường 12,4 m
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",,,Quận Thủ Đức,,,,,,,Nhà ngõ,,,19 m,270 m²,7000000000,"73,68 triệu/m²",,,,,Tp Hồ Chí Minh,5 phòng,95 m²,5 phòng,Đất,,Phường Hiệp Bình Chánh,5 m
"76, Đường Phan Văn Hớn, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Huyện Hóc Môn,,PHAN VĂN HỚN,Đông Nam,,4,1,Nhà biệt thự,,,20 m,250 m²,5800000000,"84,06 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,4 phòng,69.5 m²,5 phòng,Đất,76,,4 m
"Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",,,Quận Gò Vấp,,,,,,,Nhà mặt phố,,,,,4800000000,16 triệu/m²,,Đã có sổ,,,Tp Hồ Chí Minh,5 phòng,300 m²,6 phòng,Đất,,Phường 6,
"Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",,,Quận Tân Bình,,,Tây Nam,,,,Nhà ngõ,,,20 m,255 m²,7300000000,"81,11 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,5 phòng,90 m²,5 phòng,Đất,,Phường 15,4 m
"Đường Thoại Ngọc Hầu, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,Quận Tân Phú,,,,,,,Nhà ngõ,,,15 m,,5100000000,85 triệu/m²,,,,,Tp Hồ Chí Minh,4 phòng,60 m²,Nhiều hơn 6 phòng,Đất,,Phường Phú Thọ Hòa,4 m
"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",,,Quận Bình Thạnh,,,,,,,Nhà mặt phố,,,25 m,200 m²,25000000000,250 triệu/m²,,Đã có sổ,,,Tp Hồ Chí Minh,6 phòng,100 m²,5 phòng,Đất,,Phường 11,4 m
"79/6, Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",,,Quận 12,,,1,,3,1,Nhà mặt phố,,,14 m,150 m²,3900000000,"69,64 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,4 phòng,56 m²,5 phòng,Đất,,Phường Thạnh Lộc,4 m
"Đường Hiệp Bình, Quận Thủ Đức, Tp Hồ Chí Minh",,,Quận Thủ Đức,,,2,,,,Nhà ngõ,,,,,5850000000,"97,5 triệu/m²",,,,,Tp Hồ Chí Minh,4 phòng,60 m²,3 phòng,Đất,,,
"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",,,Quận 1,,,Đông Nam,,,Hoàn thiện cơ bản,Nhà mặt phố,,,10 m,60 m²,10000000000,"294,12 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,2 phòng,34 m²,2 phòng,Đất,,Phường Cầu Kho,4 m
"tân thới hiệp 20, Tp Hồ Chí Minh",,,,,,,,,,Nhà ngõ,,,10 m,191 m²,3010000000,70 triệu/m²,,,,,Tp Hồ Chí Minh,4 phòng,43 m²,3 phòng,Đất,,,4 m
"Đường Ba Làng, Xã Bình Chánh, Tp Hồ Chí Minh",,,,,,3,,,Hoàn thiện cơ bản,Nhà ngõ,,,8 m,60 m²,780000000,"19,5 triệu/m²",Nở hậu,1,Hẻm xe hơi,,Tp Hồ Chí Minh,2 phòng,40 m²,2 phòng,Đất,,Xã Bình Chánh,3 m
"Đường Võ Trứ, Phường 9, Quận 8, Tp Hồ Chí Minh",,,Quận 8,,,,,,,Nhà ngõ,,,,,3800000000,"140,74 triệu/m²",,Đã có sổ,,,Tp Hồ Chí Minh,2 phòng,27.4 m²,2 phòng,Đất,,Phường 9,
"Đường Số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",,,Quận Gò Vấp,,,,,,,Nhà ngõ,,,,,6800000000,"123,64 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,4 phòng,55 m²,5 phòng,Đất,,Phường 11,
"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Huyện Bình Chánh,,,,,2,Nội thất đầy đủ,Nhà mặt phố,,,10 m,85 m²,785000000,"17,07 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Tp Hồ Chí Minh,2 phòng,46 m²,2 phòng,Đất,,Xã Bình Chánh,4 m
"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,,Quận Gò Vấp,,,,,,,Nhà mặt phố,,,8 m,150 m²,7500000000,150 triệu/m²,Nở hậu,Đã có sổ,,,Tp Hồ Chí Minh,4 phòng,50 m²,4 phòng,Đất,,Phường 5,7 m
"đướng số 8, Tp Hồ Chí Minh",,,,,,,,,,Nhà ngõ,,,14 m,,6800000000,"121,43 triệu/m²",,,,,Tp Hồ Chí Minh,4 phòng,56 m²,5 phòng,Đất,,,4 m
"TL29, Phường Thạnh Lộc, Tp Hồ Chí Minh",,,,,,,,2,Hoàn thiện cơ bản,Nhà ngõ,,,12 m,96 m²,2600000000,"54,17 triệu/m²",,1,Hẻm xe hơi,,Tp Hồ Chí Minh,2 phòng,48 m²,2 phòng,Đất,,Phường Thạnh Lộc,4 m
